# Vertex List
# V,vertexid,longitude,latitude,x*,y*
E,44627,8325,74.60982582861536,20th St,,
E,8330,52134,70.15940246676745,Montello Ave,,
E,8334,53680,66.50236222103074,8th St,,
E,53680,8334,66.50236222103074,8th St,,
E,8341,8461,33.81583232586651,9th St,,
E,8461,8341,33.81583232586651,9th St,,
E,8341,8465,63.30582214860834,A St,,
E,8465,8341,63.30582214860834,A St,,
E,8346,108265,46.427614788276756,???,,
E,108265,8346,46.427614788276756,???,,
E,8351,8356,28.61264584078046,Redwood Dr,,
E,8356,8351,28.61264584078046,Redwood Dr,,
E,8380,202171,116.63965754204403,Alaska Ave,,
E,202171,8380,116.63965754204403,Alaska Ave,,
E,8387,49618,49.048128102857916,Kalmia Rd,,
E,49618,8387,49.048128102857916,Kalmia Rd,,
E,8388,8393,91.50600278862981,44th St,,
E,8393,8388,91.50600278862981,44th St,,
E,8394,174091,57.437980737701366,28th St,,
E,174091,8394,57.437980737701366,28th St,,
E,8401,143133,51.6260716487788,30th St,,
E,143133,8401,51.6260716487788,30th St,,
E,8439,8444,101.19864673467353,58th St,,
E,8444,8439,101.19864673467353,58th St,,
E,8449,46138,46.758938360083704,Perry St,,
E,8456,122848,41.15457863167326,Randolph St,,
E,122848,8456,41.15457863167326,Randolph St,,
E,8466,8471,73.75022312112867,Southern Ave,,
E,8471,8466,73.75022312112867,Southern Ave,,
E,8466,69170,81.78206608504793,Southern Ave,,
E,69170,8466,81.78206608504793,Southern Ave,,
E,8472,101788,119.38398710611797,2nd St,,
E,101788,8472,119.38398710611797,2nd St,,
E,8472,258488,72.53631017277816,2nd St,,
E,258488,8472,72.53631017277816,2nd St,,
E,8479,28301,63.423441193641985,Constitution Ave,,
E,28301,8479,63.423441193641985,Constitution Ave,,
E,8480,8485,83.4117030006712,South Dakota Ave,,
E,8485,8480,83.4117030006712,South Dakota Ave,,
E,8540,59720,61.50669985785277,East Capitol St,,
E,59720,8540,61.50669985785277,East Capitol St,,
E,8540,8544,64.28543566976964,East Capitol St,,
E,8544,8540,64.28543566976964,East Capitol St,,
E,8540,40006,68.45396509929463,???,,
E,40006,8540,68.45396509929463,???,,
E,8549,130765,39.31619264202098,Calvert St,,
E,130765,8549,39.31619264202098,Calvert St,,
E,8567,50212,86.5605103731888,7th St,,
E,8590,139716,30.372856971096844,16th St,,
E,139716,8590,30.372856971096844,16th St,,
E,8644,19675,52.59063020595758,???,,
E,19675,8644,52.59063020595758,???,,
E,8649,20454,47.154589589226156,Martin Luther King Jr Ave,,
E,20454,8649,47.154589589226156,Martin Luther King Jr Ave,,
E,8660,64623,232.6170632465894,Malcolm X Ave,,
E,64623,8660,232.6170632465894,Malcolm X Ave,,
E,8664,27745,31.401971261370715,???,,
E,27745,8664,31.401971261370715,???,,
E,8664,101115,38.147230298427644,Gresham Pl,,
E,8665,8668,33.08283217125802,Ingomar St,,
E,8668,8665,33.08283217125802,Ingomar St,,
E,8665,64220,26.850245033964082,Ingomar St,,
E,64220,8665,26.850245033964082,Ingomar St,,
E,8677,53212,46.140462845240904,Douglas St,,
E,53212,8677,46.140462845240904,Douglas St,,
E,8688,103047,39.12613107869018,???,,
E,103047,8688,39.12613107869018,???,,
E,8691,41947,31.15712562482677,Taylor St,,
E,41947,8691,31.15712562482677,Taylor St,,
E,8695,22341,63.3919251430041,Brookley Ave,,
E,22341,8695,63.3919251430041,Brookley Ave,,
E,8711,8716,82.84549747125337,???,,
E,8716,8711,82.84549747125337,???,,
E,8717,8721,33.704832328719306,???,,
E,8721,8717,33.704832328719306,???,,
E,8722,19642,63.944610351421204,Woodley Rd,,
E,19642,8722,63.944610351421204,Woodley Rd,,
E,8747,52581,57.32987163715342,Aspen St,,
E,52581,8747,57.32987163715342,Aspen St,,
E,8748,79904,105.85558571789609,49th St,,
E,79904,8748,105.85558571789609,49th St,,
E,8748,112925,105.21466982997416,49th St,,
E,112925,8748,105.21466982997416,49th St,,
E,8751,37490,52.661640331963696,???,,
E,37490,8751,52.661640331963696,???,,
E,8751,100125,53.27798001363275,Sedgwick St,,
E,100125,8751,53.27798001363275,Sedgwick St,,
E,8752,8756,54.77560982000138,17th St,,
E,8756,8752,54.77560982000138,17th St,,
E,8787,8791,40.4390991990009,???,,
E,8791,8787,40.4390991990009,???,,
E,8796,10861,119.2627498072923,5th St,,
E,10861,8796,119.2627498072923,5th St,,
E,8816,93318,55.579379996705924,Sherier Pl,,
E,93318,8816,55.579379996705924,Sherier Pl,,
E,8817,60949,151.39008944354595,C St,,
E,60949,8817,151.39008944354595,C St,,
E,8820,8825,45.18238080274037,???,,
E,8825,8820,45.18238080274037,???,,
E,8826,21420,108.9152330434497,48th St,,
E,21420,8826,108.9152330434497,48th St,,
E,8826,57407,47.117782686170884,???,,
E,57407,8826,47.117782686170884,???,,
E,8829,41913,46.32917025788917,48th St,,
E,41913,8829,46.32917025788917,48th St,,
E,8829,128973,90.30062960059377,Meade St,,
E,128973,8829,90.30062960059377,Meade St,,
E,8833,94718,47.33373366222736,N St,,
E,94718,8833,47.33373366222736,N St,,
E,8833,84235,122.09346455960035,N St,,
E,84235,8833,122.09346455960035,N St,,
E,8834,27328,43.40122333947152,French St,,
E,27328,8834,43.40122333947152,French St,,
E,8834,84359,37.79986487361455,???,,
E,84359,8834,37.79986487361455,???,,
E,8858,17686,59.090063823142,???,,
E,17686,8858,59.090063823142,???,,
E,8865,20484,42.34439906121729,???,,
E,20484,8865,42.34439906121729,???,,
E,8865,39718,44.45510143875575,Taylor St,,
E,39718,8865,44.45510143875575,Taylor St,,
E,8865,81592,38.35549074392427,Taylor St,,
E,81592,8865,38.35549074392427,Taylor St,,
E,8914,45070,25.627331270362546,Texas Ave,,
E,45070,8914,25.627331270362546,Texas Ave,,
E,8915,18570,150.2918906836789,???,,
E,18570,8915,150.2918906836789,???,,
E,8922,8926,71.0259337862624,Martin Luther King Jr Ave,,
E,8926,8922,71.0259337862624,Martin Luther King Jr Ave,,
E,8922,107839,80.17063052674422,Martin Luther King Jr Ave,,
E,107839,8922,80.17063052674422,Martin Luther King Jr Ave,,
E,8930,17188,43.16338643938031,49th St,,
E,17188,8930,43.16338643938031,49th St,,
E,8957,114678,117.33683996693358,???,,
E,114678,8957,117.33683996693358,???,,
E,8957,67328,14.54627365232686,1st St,,
E,67328,8957,14.54627365232686,1st St,,
E,8997,17309,20.996140985014645,Washington Cir,,
E,9018,30772,42.74977172770011,Varnum St,,
E,30772,9018,42.74977172770011,Varnum St,,
E,9034,11615,35.21941007405729,E St,,
E,11615,9034,35.21941007405729,E St,,
E,9034,33587,44.376067912879655,E St,,
E,33587,9034,44.376067912879655,E St,,
E,9059,9063,58.95660409815997,???,,
E,9063,9059,58.95660409815997,???,,
E,9093,268662,20.65149194674771,???,,
E,268662,9093,20.65149194674771,???,,
E,9094,11061,103.88437542325306,M St,,
E,11061,9094,103.88437542325306,M St,,
E,9101,280317,63.901773858475984,Georgia Ave,,
E,280317,9101,63.901773858475984,Georgia Ave,,
E,9105,35623,136.0576224351748,???,,
E,35623,9105,136.0576224351748,???,,
E,9106,47762,67.07620200292061,Montello Ave,,
E,9108,123701,34.384194220965796,???,,
E,123701,9108,34.384194220965796,???,,
E,9109,42177,92.86947785643447,North Capitol St,,
E,42177,9109,92.86947785643447,North Capitol St,,
E,9111,9115,57.550029300070726,18th St,,
E,9115,9111,57.550029300070726,18th St,,
E,9117,29898,210.88250724426257,Garrison St,,
E,29898,9117,210.88250724426257,Garrison St,,
E,9128,132491,19.37877521389323,Sheriff Rd,,
E,132491,9128,19.37877521389323,Sheriff Rd,,
E,9141,9145,51.48030097752101,19th St,,
E,9145,9141,51.48030097752101,19th St,,
E,9146,101793,208.48206229386633,Chappie James Blvd,,
E,101793,9146,208.48206229386633,Chappie James Blvd,,
E,9153,9158,96.15867501962012,???,,
E,9158,9153,96.15867501962012,???,,
E,9167,9172,50.6668268092313,???,,
E,9172,9167,50.6668268092313,???,,
E,9203,29215,50.59348095614946,???,,
E,29215,9203,50.59348095614946,???,,
E,9210,97863,49.937632511242896,51st Pl,,
E,97863,9210,49.937632511242896,51st Pl,,
E,9246,49736,97.87986733438814,???,,
E,49736,9246,97.87986733438814,???,,
E,9246,18538,65.76548384527229,I St,,
E,18538,9246,65.76548384527229,I St,,
E,9249,9253,84.60811907226795,Western Ave,,
E,9253,9249,84.60811907226795,Western Ave,,
E,9258,153278,49.81326244741882,Eastern Ave,,
E,153278,9258,49.81326244741882,Eastern Ave,,
E,9270,38643,106.61019314322868,R St,,
E,38643,9270,106.61019314322868,R St,,
E,9271,19849,105.32829125198953,Broad Branch Rd,,
E,19849,9271,105.32829125198953,Broad Branch Rd,,
E,9277,145969,38.2862892901513,Eckington Pl,,
E,145969,9277,38.2862892901513,Eckington Pl,,
E,9311,96290,75.37623783765456,???,,
E,96290,9311,75.37623783765456,???,,
E,9313,12779,53.18446118880806,E St,,
E,9314,40127,57.732302504202316,4th St,,
E,9327,95432,41.1045520257606,Martin Luther King Jr Ave,,
E,95432,9327,41.1045520257606,Martin Luther King Jr Ave,,
E,9327,38780,59.63830668493465,Trenton Pl,,
E,38780,9327,59.63830668493465,Trenton Pl,,
E,9327,19903,28.307827215065323,Savannah St,,
E,19903,9327,28.307827215065323,Savannah St,,
E,9337,29964,56.324286027697184,Shannon Pl,,
E,29964,9337,56.324286027697184,Shannon Pl,,
E,9341,10725,36.28426233371759,5th St,,
E,9350,22427,96.55401279632325,Southern Ave,,
E,22427,9350,96.55401279632325,Southern Ave,,
E,9416,26413,88.72405067432835,???,,
E,26413,9416,88.72405067432835,???,,
E,9418,94143,91.13829631701866,Carolina Pl,,
E,94143,9418,91.13829631701866,Carolina Pl,,
E,9419,54921,53.57042486477434,???,,
E,54921,9419,53.57042486477434,???,,
E,9431,10891,60.54050560848191,???,,
E,10891,9431,60.54050560848191,???,,
E,9432,52759,50.7766794658975,Crittenden St,,
E,52759,9432,50.7766794658975,Crittenden St,,
E,9433,9438,50.89014554941916,???,,
E,9438,9433,50.89014554941916,???,,
E,9433,28955,57.89258507492784,42nd St,,
E,28955,9433,57.89258507492784,42nd St,,
E,9447,23195,17.145004009353922,5th Ave,,
E,23195,9447,17.145004009353922,5th Ave,,
E,9557,115287,55.78876764006994,Union Ct,,
E,115287,9557,55.78876764006994,Union Ct,,
E,9564,79294,67.77189351917514,???,,
E,79294,9564,67.77189351917514,???,,
E,9567,9571,161.75886041664262,???,,
E,9571,9567,161.75886041664262,???,,
E,9572,9576,60.41179846181309,???,,
E,9576,9572,60.41179846181309,???,,
E,9577,9582,76.24527766891168,10th St,,
E,9577,47135,44.18446015487729,???,,
E,47135,9577,44.18446015487729,???,,
E,9577,75710,46.73473382295346,???,,
E,75710,9577,46.73473382295346,???,,
E,9583,38720,44.77211280865328,???,,
E,38720,9583,44.77211280865328,???,,
E,9583,59037,63.645052333782075,???,,
E,59037,9583,63.645052333782075,???,,
E,9585,82124,44.44679706194485,???,,
E,82124,9585,44.44679706194485,???,,
E,9585,10869,46.65689225260712,6th St,,
E,10869,9585,46.65689225260712,6th St,,
E,9585,36335,63.59778686116442,???,,
E,36335,9585,63.59778686116442,???,,
E,9588,10923,51.912913940413574,R St,,
E,10923,9588,51.912913940413574,R St,,
E,9589,9593,58.911451590121466,K St,,
E,9589,117997,118.61455722337195,16th St,,
E,117997,9589,118.61455722337195,16th St,,
E,9607,110082,71.25443612300157,Florida Ave,,
E,110082,9607,71.25443612300157,Florida Ave,,
E,9610,267742,57.886871946896306,4th St,,
E,267742,9610,57.886871946896306,4th St,,
E,9611,9615,55.98520523889926,New Hampshire Ave,,
E,9615,9611,55.98520523889926,New Hampshire Ave,,
E,9611,47261,135.960850507058,New Hampshire Ave,,
E,47261,9611,135.960850507058,New Hampshire Ave,,
E,9619,9624,81.26978078413403,Sheriff Rd,,
E,9624,9619,81.26978078413403,Sheriff Rd,,
E,9625,33738,53.19432500164847,Bladensburg Rd,,
E,33738,9625,53.19432500164847,Bladensburg Rd,,
E,9625,189128,113.4725862080899,Bladensburg Rd,,
E,189128,9625,113.4725862080899,Bladensburg Rd,,
E,9632,62257,80.28082569386322,Franklin St,,
E,62257,9632,80.28082569386322,Franklin St,,
E,9635,31784,131.66417900304123,8th St,,
E,31784,9635,131.66417900304123,8th St,,
E,9638,59798,45.91353150402684,???,,
E,59798,9638,45.91353150402684,???,,
E,9638,28270,84.20706361226522,8th St,,
E,28270,9638,84.20706361226522,8th St,,
E,9639,40328,44.028317923247585,Hamlin St,,
E,40328,9639,44.028317923247585,Hamlin St,,
E,9642,53603,43.01422014530132,Hamlin St,,
E,53603,9642,43.01422014530132,Hamlin St,,
E,9643,13056,111.78074016219574,Idaho Ave,,
E,9643,25995,106.53235777798663,Massachusetts Ave,,
E,25995,9643,106.53235777798663,Massachusetts Ave,,
E,9650,9654,61.3195641625517,Alabama Ave,,
E,9654,9650,61.3195641625517,Alabama Ave,,
E,9662,12964,39.872360389294855,5th St,,
E,12964,9662,39.872360389294855,5th St,,
E,9663,41717,63.90587991867034,5th St,,
E,41717,9663,63.90587991867034,5th St,,
E,9664,17301,119.24127608449146,???,,
E,17301,9664,119.24127608449146,???,,
E,9686,9690,98.4398688436837,20th St,,
E,9690,9686,98.4398688436837,20th St,,
E,9686,91206,26.37634462565372,20th St,,
E,91206,9686,26.37634462565372,20th St,,
E,9693,55034,47.58539422173088,???,,
E,55034,9693,47.58539422173088,???,,
E,9694,17564,38.13602425385023,K St,,
E,17564,9694,38.13602425385023,K St,,
E,9694,126031,48.40694199302538,8th St,,
E,126031,9694,48.40694199302538,8th St,,
E,9698,24057,55.04797127760866,Upshur St,,
E,24057,9698,55.04797127760866,Upshur St,,
E,9698,48514,65.50657128859635,Upshur St,,
E,48514,9698,65.50657128859635,Upshur St,,
E,9745,89272,77.00448808256371,???,,
E,89272,9745,77.00448808256371,???,,
E,9748,197910,105.33164067769457,Evarts St,,
E,197910,9748,105.33164067769457,Evarts St,,
E,9751,53496,58.44496928679849,???,,
E,53496,9751,58.44496928679849,???,,
E,9751,61233,104.99815546441005,???,,
E,61233,9751,104.99815546441005,???,,
E,9763,9767,59.561322404876115,???,,
E,9767,9763,59.561322404876115,???,,
E,9763,65951,46.220764503278815,Kennedy St,,
E,65951,9763,46.220764503278815,Kennedy St,,
E,9768,9772,46.11165393029171,???,,
E,9772,9768,46.11165393029171,???,,
E,9768,29960,58.93782726238771,S St,,
E,29960,9768,58.93782726238771,S St,,
E,9768,17758,53.92814691938719,S St,,
E,17758,9768,53.92814691938719,S St,,
E,9773,250633,77.6088037538756,P St,,
E,250633,9773,77.6088037538756,P St,,
E,9780,70130,53.239561623933255,3rd Ave,,
E,70130,9780,53.239561623933255,3rd Ave,,
E,9793,124370,46.21984559258278,48th Pl,,
E,124370,9793,46.21984559258278,48th Pl,,
E,9796,9800,87.76587331214014,1st St,,
E,9800,9796,87.76587331214014,1st St,,
E,9796,12712,89.75125313525065,1st St,,
E,12712,9796,89.75125313525065,1st St,,
E,9804,21986,90.42662285022242,???,,
E,21986,9804,90.42662285022242,???,,
E,9809,23760,90.9786831980767,13th St,,
E,23760,9809,90.9786831980767,13th St,,
E,9847,72739,48.52246406611307,???,,
E,72739,9847,48.52246406611307,???,,
E,9858,17063,63.85788229189157,Whittier St,,
E,17063,9858,63.85788229189157,Whittier St,,
E,9868,77317,50.25485107448356,P St,,
E,77317,9868,50.25485107448356,P St,,
E,9897,9902,57.80253135695666,???,,
E,9902,9897,57.80253135695666,???,,
E,9897,20080,58.0617561173635,???,,
E,20080,9897,58.0617561173635,???,,
E,9903,184500,40.0708729805409,???,,
E,184500,9903,40.0708729805409,???,,
E,9906,25113,24.46283061490691,???,,
E,25113,9906,24.46283061490691,???,,
E,9906,12316,37.85702305175898,2nd St,,
E,12316,9906,37.85702305175898,2nd St,,
E,9910,59481,39.32847557787761,15th St,,
E,59481,9910,39.32847557787761,15th St,,
E,9910,31326,65.28799988525401,Delafield Pl,,
E,31326,9910,65.28799988525401,Delafield Pl,,
E,9910,127991,40.0815181527892,15th St,,
E,127991,9910,40.0815181527892,15th St,,
E,9918,89143,42.10025486702976,Burns St,,
E,89143,9918,42.10025486702976,Burns St,,
E,9927,70450,46.34307345401876,40th St,,
E,70450,9927,46.34307345401876,40th St,,
E,9927,17523,59.588084710140414,40th St,,
E,17523,9927,59.588084710140414,40th St,,
E,9927,250895,93.39086243856673,Blaine St,,
E,250895,9927,93.39086243856673,Blaine St,,
E,9928,9933,110.60965432150962,13th St,,
E,9933,9928,110.60965432150962,13th St,,
E,9938,128561,45.199247550322596,???,,
E,128561,9938,45.199247550322596,???,,
E,9977,9981,51.6971573771069,Piney Branch Rd,,
E,9981,9977,51.6971573771069,Piney Branch Rd,,
E,9977,25237,18.191544843390005,???,,
E,25237,9977,18.191544843390005,???,,
E,9977,75300,68.53531630738395,Piney Branch Rd,,
E,75300,9977,68.53531630738395,Piney Branch Rd,,
E,10003,43775,87.11552676114502,Yuma St,,
E,43775,10003,87.11552676114502,Yuma St,,
E,10006,11541,149.2997531210495,???,,
E,11541,10006,149.2997531210495,???,,
E,10006,43785,87.67317964360257,???,,
E,43785,10006,87.67317964360257,???,,
E,10034,10038,46.08436141772841,1st St,,
E,10038,10034,46.08436141772841,1st St,,
E,10034,36290,119.52766056366791,1st St,,
E,36290,10034,119.52766056366791,1st St,,
E,10034,133782,129.8228148740229,D St,,
E,133782,10034,129.8228148740229,D St,,
E,10052,85058,37.49583474888268,19th St,,
E,10052,144654,62.11936414359907,???,,
E,144654,10052,62.11936414359907,???,,
E,10066,41705,64.47935188485596,???,,
E,41705,10066,64.47935188485596,???,,
E,10069,10073,79.6553930749982,Veazey Ter,,
E,10073,10069,79.6553930749982,Veazey Ter,,
E,10082,11096,41.815915484522286,Shepherd St,,
E,11096,10082,41.815915484522286,Shepherd St,,
E,10097,20531,41.60822383880536,Massachusetts Ave,,
E,20531,10097,41.60822383880536,Massachusetts Ave,,
E,10110,86460,89.61789264818442,???,,
E,86460,10110,89.61789264818442,???,,
E,10113,46345,44.44099164359884,Upshur St,,
E,46345,10113,44.44099164359884,Upshur St,,
E,10113,61356,77.12653349564226,19th Pl,,
E,61356,10113,77.12653349564226,19th Pl,,
E,10123,10127,116.30883104584771,North Capitol St,,
E,10128,10133,120.83173982578583,6th St,,
E,10133,10128,120.83173982578583,6th St,,
E,10156,10161,98.09639363258896,5th St,,
E,10161,10156,98.09639363258896,5th St,,
E,10173,125605,45.0857523858104,New Jersey Ave,,
E,125605,10173,45.0857523858104,New Jersey Ave,,
E,10175,70601,35.46257659536174,Mckinley St,,
E,70601,10175,35.46257659536174,Mckinley St,,
E,10185,10189,50.60041547396227,17th Pl,,
E,10194,136912,71.20585944919097,???,,
E,136912,10194,71.20585944919097,???,,
E,10197,41677,46.85569681695397,R St,,
E,41677,10197,46.85569681695397,R St,,
E,10198,10203,27.36408070353727,Georgia Ave,,
E,10203,10198,27.36408070353727,Georgia Ave,,
E,10198,147667,38.20628583378747,Georgia Ave,,
E,147667,10198,38.20628583378747,Georgia Ave,,
E,10209,10213,48.49751658553303,28th St,,
E,10213,10209,48.49751658553303,28th St,,
E,10214,10217,49.07503927812711,Q St,,
E,10218,10222,118.892099900689,9th St,,
E,10222,10218,118.892099900689,9th St,,
E,10218,84098,61.47299648806726,9th St,,
E,84098,10218,61.47299648806726,9th St,,
E,10223,89769,44.6907892881113,Chesapeake St,,
E,89769,10223,44.6907892881113,Chesapeake St,,
E,10226,68396,28.115505874060467,Hamlin Pl,,
E,68396,10226,28.115505874060467,Hamlin Pl,,
E,10248,10252,111.81995249864622,U St,,
E,10252,10248,111.81995249864622,U St,,
E,10248,51676,124.0769385050614,14th St,,
E,51676,10248,124.0769385050614,14th St,,
E,10248,88502,78.89068243835764,14th St,,
E,88502,10248,78.89068243835764,14th St,,
E,10256,186569,108.9993661044177,???,,
E,186569,10256,108.9993661044177,???,,
E,10257,117438,56.6164520141898,19th St,,
E,10269,14411,52.31671225580553,???,,
E,14411,10269,52.31671225580553,???,,
E,10269,88781,41.938573979565994,43rd St,,
E,88781,10269,41.938573979565994,43rd St,,
E,10276,14626,81.56351434294554,Kansas Ave,,
E,14626,10276,81.56351434294554,Kansas Ave,,
E,10276,87989,33.87358364907426,Kansas Ave,,
E,87989,10276,33.87358364907426,Kansas Ave,,
E,10277,10281,72.9749155944717,8th St,,
E,10281,10277,72.9749155944717,8th St,,
E,10282,10287,90.28415138232137,East Capitol St,,
E,10287,10282,90.28415138232137,East Capitol St,,
E,10288,10293,121.60680191561971,Douglas St,,
E,10293,10288,121.60680191561971,Douglas St,,
E,10315,110333,43.01894358284879,???,,
E,110333,10315,43.01894358284879,???,,
E,10319,74351,40.882545114617244,Barnaby Rd,,
E,74351,10319,40.882545114617244,Barnaby Rd,,
E,10327,10332,101.77787433276947,New Hampshire Ave,,
E,10332,10327,101.77787433276947,New Hampshire Ave,,
E,10340,42077,39.88893525422861,Howard Rd,,
E,42077,10340,39.88893525422861,Howard Rd,,
E,10363,181596,112.29113550539975,Kilbourne Pl,,
E,181596,10363,112.29113550539975,Kilbourne Pl,,
E,10363,61208,46.86676567273332,Kilbourne Pl,,
E,61208,10363,46.86676567273332,Kilbourne Pl,,
E,10366,144754,48.049069915360704,???,,
E,144754,10366,48.049069915360704,???,,
E,10377,238167,49.562482607739184,???,,
E,238167,10377,49.562482607739184,???,,
E,10380,10384,48.99159423495092,30th St,,
E,10384,10380,48.99159423495092,30th St,,
E,10385,36353,41.894362102584665,???,,
E,36353,10385,41.894362102584665,???,,
E,10432,86759,45.92376764692352,Swann St,,
E,10442,167239,55.69038183199349,???,,
E,167239,10442,55.69038183199349,???,,
E,10442,116127,41.186528156922726,26th St,,
E,116127,10442,41.186528156922726,26th St,,
E,10609,52990,49.46427201416681,Ordway St,,
E,52990,10609,49.46427201416681,Ordway St,,
E,10610,17385,144.5201097489832,2nd St,,
E,17385,10610,144.5201097489832,2nd St,,
E,10610,94673,124.34956501372247,2nd St,,
E,94673,10610,124.34956501372247,2nd St,,
E,10613,46151,111.98273559201388,Rhode Island Ave,,
E,46151,10613,111.98273559201388,Rhode Island Ave,,
E,10626,36331,56.53284381291544,5th St,,
E,36331,10626,56.53284381291544,5th St,,
E,10627,10631,56.479465298781115,8th St,,
E,10631,10627,56.479465298781115,8th St,,
E,10627,28022,46.20161849131577,Yuma St,,
E,28022,10627,46.20161849131577,Yuma St,,
E,10627,51636,114.45182506170937,8th St,,
E,51636,10627,114.45182506170937,8th St,,
E,10650,121042,58.510906352319196,Piney Branch Rd,,
E,121042,10650,58.510906352319196,Piney Branch Rd,,
E,10650,83832,53.707826241816996,Piney Branch Rd,,
E,83832,10650,53.707826241816996,Piney Branch Rd,,
E,10651,10655,32.39476799690307,45th St,,
E,10655,10651,32.39476799690307,45th St,,
E,10656,117388,109.68745992094074,20th St,,
E,117388,10656,109.68745992094074,20th St,,
E,10656,135971,109.54774747717221,20th St,,
E,135971,10656,109.54774747717221,20th St,,
E,10659,112858,83.87665348948323,Monroe St,,
E,112858,10659,83.87665348948323,Monroe St,,
E,10675,44742,23.307653014243478,Rittenhouse St,,
E,44742,10675,23.307653014243478,Rittenhouse St,,
E,10676,180442,28.50390298368164,???,,
E,180442,10676,28.50390298368164,???,,
E,10713,39259,45.732516710394954,Newark St,,
E,39259,10713,45.732516710394954,Newark St,,
E,10714,43238,213.60254971683304,???,,
E,43238,10714,213.60254971683304,???,,
E,10726,51013,62.511504805463034,???,,
E,51013,10726,62.511504805463034,???,,
E,10736,41275,36.869366934643615,???,,
E,41275,10736,36.869366934643615,???,,
E,10736,21620,33.65318280715754,???,,
E,21620,10736,33.65318280715754,???,,
E,10737,21842,53.806454758064675,Franklin St,,
E,21842,10737,53.806454758064675,Franklin St,,
E,10737,10741,143.07342673587542,Franklin St,,
E,10741,10737,143.07342673587542,Franklin St,,
E,10761,33544,54.03420903842804,Van Buren St,,
E,33544,10761,54.03420903842804,Van Buren St,,
E,10764,121653,47.96992856209894,Van Buren St,,
E,121653,10764,47.96992856209894,Van Buren St,,
E,10794,10798,87.13257840016557,8th St,,
E,10798,10794,87.13257840016557,8th St,,
E,10794,78994,39.01604015986631,Hemlock St,,
E,78994,10794,39.01604015986631,Hemlock St,,
E,10799,130016,48.89818118391205,Ingomar St,,
E,130016,10799,48.89818118391205,Ingomar St,,
E,10811,54394,35.12887383654137,Upshur St,,
E,54394,10811,35.12887383654137,Upshur St,,
E,10811,18687,59.41347416158699,???,,
E,18687,10811,59.41347416158699,???,,
E,10812,10817,69.48206571714145,6th St,,
E,10817,10812,69.48206571714145,6th St,,
E,10812,23182,48.02680480727994,6th St,,
E,23182,10812,48.02680480727994,6th St,,
E,10840,21183,69.33527160194375,23rd Pl,,
E,10841,10846,128.6131921674283,Upton St,,
E,10846,10841,128.6131921674283,Upton St,,
E,10841,106711,58.89817587210608,29th St,,
E,106711,10841,58.89817587210608,29th St,,
E,10851,104147,93.76789143916321,Xenia St,,
E,104147,10851,93.76789143916321,Xenia St,,
E,10854,71301,74.51103742038418,???,,
E,71301,10854,74.51103742038418,???,,
E,10876,60974,56.09892550591648,???,,
E,60974,10876,56.09892550591648,???,,
E,10881,10885,48.56723926965984,16th St,,
E,10885,10881,48.56723926965984,16th St,,
E,10892,10896,46.659441037819086,???,,
E,10896,10892,46.659441037819086,???,,
E,10915,68653,36.933178216601114,???,,
E,68653,10915,36.933178216601114,???,,
E,10918,10922,32.660641304904175,???,,
E,10922,10918,32.660641304904175,???,,
E,10918,32323,95.56921433129497,Lincoln Rd,,
E,32323,10918,95.56921433129497,Lincoln Rd,,
E,10918,73285,38.94411264098565,Lincoln Rd,,
E,73285,10918,38.94411264098565,Lincoln Rd,,
E,10930,21324,138.9529772064951,Connecticut Ave,,
E,21324,10930,138.9529772064951,Connecticut Ave,,
E,10930,111682,48.39086173388976,Van Ness St,,
E,111682,10930,48.39086173388976,Van Ness St,,
E,10938,20381,32.875399375138855,Tewkesbury Pl,,
E,10974,10978,37.8864161943134,???,,
E,10978,10974,37.8864161943134,???,,
E,10986,10990,45.334140563944295,Wisconsin Ave,,
E,10990,10986,45.334140563944295,Wisconsin Ave,,
E,10995,54563,106.31338592335628,Manchester Ln,,
E,54563,10995,106.31338592335628,Manchester Ln,,
E,10997,156465,66.4929149500216,Nicholson St,,
E,156465,10997,66.4929149500216,Nicholson St,,
E,10997,67616,51.240861444631925,???,,
E,67616,10997,51.240861444631925,???,,
E,10998,76445,64.32559243542126,A St,,
E,76445,10998,64.32559243542126,A St,,
E,11001,11005,101.96370371919663,11th St,,
E,11005,11001,101.96370371919663,11th St,,
E,11001,101943,90.4461966862683,G St,,
E,101943,11001,90.4461966862683,G St,,
E,11001,118957,107.57112345669809,11th St,,
E,118957,11001,107.57112345669809,11th St,,
E,11006,43368,91.79704604553595,G St,,
E,43368,11006,91.79704604553595,G St,,
E,11009,45108,81.33741116576911,F Street Ter,,
E,45108,11009,81.33741116576911,F Street Ter,,
E,11010,11015,108.49948836311317,???,,
E,11015,11010,108.49948836311317,???,,
E,11010,22643,47.46336632424381,6th St,,
E,22643,11010,47.46336632424381,6th St,,
E,11016,22640,27.584912444240835,5th St,,
E,22640,11016,27.584912444240835,5th St,,
E,11016,11020,48.232567306070884,???,,
E,11020,11016,48.232567306070884,???,,
E,11028,24989,50.68788295838984,F St,,
E,24989,11028,50.68788295838984,F St,,
E,11029,35990,39.047651340637515,Chesapeake St,,
E,35990,11029,39.047651340637515,Chesapeake St,,
E,11065,11069,49.466954998631365,Randolph St,,
E,11069,11065,49.466954998631365,Randolph St,,
E,11070,119696,96.94596748464781,Trenton Pl,,
E,119696,11070,96.94596748464781,Trenton Pl,,
